text,label
"The sad unspoken truth of Islam is that men rule and violence is taught at a very early age. For most, there is no protection or recourse against such persecution. That is why we will NEVER give up our guns & our freedoms. Sharia has no place in our country & must be banned. {URL}",7
Free @Tsu_Surf this shit bigger than rap another talented BLACK MAN AND FATHER stuck in the system {URL},7
"OMG I've never seen the people who have ethnic and cultural diversity like this are at one spot. All the races, ages, languages, genders and their cultural looks I see now. Literally Wembley is little earth 🌍 and they all love one group @BTS_twt I'm crying.",7
Women really be minding their business and trash ass men gotta ruin everything. This is disgusting I hope someone finds him and chops his dick off and feed it to him. {URL},0
Dear @ShireenMazari1 Is your baby w-h-o-r-e sleeping with uncircumcised Indians these days? {URL},1
This transgender pastor started his own church in the South. 🏳️‍🌈 #PrideMonth #LGBTQ {URL},7
Lesbians fist fucking anal 28. {URL},7
Latest: Islam believers celebrate Last Friday of the holy month of Ramzan 2019 {URL},7
Home — Stop Antisemitism {URL},7
There's nothing i dislike more than a fake bitch and a dirty pussy 🙅🏻‍♀️,0
"My name is Camilla Luke and I help unapologetic black women step into their power and live in alignment with their purpose. I believe that starts with finding your passion and purpose, which is a journey I take… {URL}",7
SHUT THE FUCK UP YOUR STUPID MOTHERFUCKING WHITE SUPREMACIST PIECE OF SHIT,1
"@GrogsGamut Except for our first peoples, we are all immigrants you ignorant boffhead",7
"Just because a bitch pretty an thick, they think they can treat you any type of way or act any type of way, I'll fuck the shit out of a stuck up bitch then cut her off quick asf",0
@user 5 fucking mins is too muthafuckin long! Give @user muthafuckin 47seconds and that peppered turkey's IP wld be tracked to his small intestine! Nigga is a certified HYENA in nupe clothing,1
"Real, healthy women have curves, and body hair, and a little cellulite. They do NOT look like twelve year old boys when naked. Just sayin'.",7
Gov Joho 2022 bid for Presidency gets a big boost as women MPs endorse him {URL},7
"Gay ppl are destroying the black family but not your child molesting uncle? Your deadbeat daddy?? Your abusive ass aunties???? Your third cousin with 7 kids, 12 baby mamas, 6 DWIs and a warrant out for his arrest?????????",2
"#Asifa & #TwinkleSharma are the victims of brutal act of perverts. The bigger crime is when #pseudoliberals, #Lutyensmedia, #fashionableactivists are silent on one case & active on another. It's sad when religion becomes the basis to react. #JusticeForTinkleSharma",7
Bitches are fucking stupid,0
filthy ass bitch,0
"You and your liberal fanatics with your thirst for power by importing new voters aka illegal migrants are hurting the workers of America by suppression of wages and what jobs do you think will be available for uneducated, unskilled illegals?",4
Through repentance and sincere worship of Allah do His servants gain forgiveness. #Ramadan2019 #Day23 #WednesdayWisdom {URL},7
Strongly condemn forced suspension/ deactivation of twitter accounts of journalists @UmarCheema1 & @user Speech & media freedom are being suppressed brutally in Pakistan. Democratic world must take notice. @UN @UNHumanRights @amnesty @hrw @StateDept,7
mama told me neva hit a women but I bat hoes in da month,0
"{URL} Yeah, I do love bottoms with sizeable dicks.",7
"I am not a super-Christian. But I do know that: Performance-based Christianity is that form of legalism that tries to earn God's love or favor by what we do, or how we perform.... that says that the way to be right with God in every religion is by earning your way.",7
These ugly sorry ass mamas let anybody around their kids bc they heads be stuck so far in these niggas asses and they can't get it out!!!,1
".@Angekwemo, Founder of Believe in Africa will be speaking at the #TEFforum2019 on Exporting African Excellence alongside Ugo Mozie. Click {URL} to register. {URL}",7
@user What ISN'T tragic about being straight,7
ugly bitch,0
Majority of girls talking to me after they find out I play for the same team {URL},7
Females are fucking stupid,0
"@user Yes of course, especially in black communities",7
"This 77 yr old black female Trump supporter is ""off the plantation""... it's NEVER TOO LATE!!! Her words gave me goosebumps!! She is AWESOME!! Hey Democrats that plantation is getting smaller & smaller!🙌 {URL}",7
"@user @user Yeah, pro male life. Females are nothing to him.",7
"Ok, racist crackhead bitch... just go add coconut oil to your ugly ass hair, do your daily crack, and deactivate your account... do the world a favor hun. {URL}",1
"Meet the 23-Year-Old Indian Origin Doctor Bhasha Mukherjee, Who Is Now 'Miss England' {URL}",7
Punk ass fuckin cracked and their lil house nigga like pets. FUCK 12!,1
@user They are no more mentally challenged in following the radical leader @user than Muslim Terrorists are for following their radical leaders! Insane yes but it's their programmed hate that made them murderers!,7
"The racism in this country never ceases to amaze me. How can I be walking, minding my own business and a little white boy comes and calls me a nigger. A little kid guys?? In this big 2019 we're in??",7
guys be doing the most just to get some pussy,7
Young lawyers overcoming obstacles with all-female firm {URL} {URL},7
@user yes with all the stereotypical lipstick lesbians,7
Brown skin girl 👸🏾 {URL},7
"korea, where a female celebrity going braless in public is more of an issue than a male celebrity's sexual assault case. (ranking is most viewed articles) {URL}",7
@FraserNelson I don't think the problem is not Hostility to Islam .. the problem is Islam's hostility to the west,7
@user @user When do you think it appropriate to inform children that same sex relationships exist?,7
"Twitter has all kinds off Ladies (women, girls) be it thick, slender, phat, beautiful, not so beautiful, nice, not so nice... You name it Twitter has it all I appreciate you all",7
Like and Retweet if you'd destroy my tight smooth hole 🤔💕🌹 #gay #bbc {URL},7
Bitches are retarded 😂go die or something hoe,0
"📷 If Sasha de Sade was transformed at The Sissy Institute, doesn't that mean you maybe should? Do you want to be trained to be a PORNO SLUT like she is? Who wants to learn to transform like Sasha? {URL} @user @user @user @user #sissy #ts",0
"@user Get fucked, you biblical bag of dicks.",3
@user @user Umm death to America that's not Antifa that's extreme Islamist.,7
"""Women volunteers contribute every day to making communities more resilient in times of crisis, support the peace process in #Mali & take all necessary measures to improve gender equality & address issues of violence against women"" -- @user {URL} #PKDay {URL}",7
We can't stop thinking about this amazing LGBTQ+ representation in #DnD! {URL} {URL},7
A Rarely Positive Pakistan: Pak cricket captain @SarfarazA_54 wears salwar kameez to meet the Queen | @user | {URL} {URL},7
FUCK AREA 51 LETS FUCKING STORM CHINA AND FREE THE MUSLIMS {URL},7
"i wish i had a gf or just a female in my life who'd be interested in what i say , i need more females in my life 🥺",7
There are guys out there that don't treat women with respect? 🤮,7
"Hitler forced ""Untermensch"" women to have abortions but banned abortions for Aryan Women (not the same as a woman's right to choose). ...",7
PLEASE SHARE: Statement on the Potential Halt to the U.S. Refugee Admissions Program {URL},7
"Black women and men stop getting upset, Let these woman with non kinky Black hair continue to get braids, their hair loss and bold spots are on them, but make sure to charge them extra. 🤷🏽‍♀️",7
Where do you see yourself in ten years? — In the mirror nigga {URL},7
"22. Greenfeld added: ""This is why, in other words, Americans are committed to equality more passionately than any other people."" {URL}",7
"I've heard many horror stories about female best friends, but alhamdulillah I've never experienced anything bad. Some of my fiancé's best friends are girls and I love them. They've known each other longer and they were there through his roughest times. I'm glad they're around. {URL}",7
Show a nigga you care and watch him hurt your feelings.,7
Ethiopia is leading the way with gender parity in government but Sahle-Work Zewde the first female president of Ethiopia says that the work has just begun. She wants to push the limit of what can be done for gender equality and women empowerment. #WD2019 {URL},7
"I hate a cocky female, bitch calm down before I cheat on you with an ugly bitch",0
"@user @user I mean if you really want to, go ahead? We can't stop you, not really. It just feels a little degrading to hear things like ""I'm proud to be 'normal'"" or shit like that. Theres always a line there that people can't seem to stop crossing when it comes to ""straight pride.""",7
"@user Yknow if god were real then why the hell are so many innocent people, even people who do believe in god suffering so much? I don't believe for a reason, as do many of us. So just shut up and leave us alone thank you",7
@user Those fucking mental arab prince type cunts,1
"Y'all really out here getting pregnant by the same niggas you been on and off with for 6 years, keep you as a secret and cheat on you!? Y'all buggin tf out. You don't ""win"" cus you have his baby, you dumb bitches.",0
"All racism is disgusting. The fact you think antisemitism should get more preference than any other racism is discrimination, favortism, individualism and racism too. Israel expelling Blacks, Colonizing Palestine, been an apartheid genocidal state is Racism. #SWaGodKing",7
The near ultimate example of tone-deaf white privilege. @film_girl,7
"hi, i need straight girl friends bc who else is going to tell me i have a fiancee?",7
"@user @user Liberals recruit the idiots of the world, they make a perfect fit for them. If you've ever traveled into a Muslim controlled country, most are garbage dumps! They are disgusting and very indifferent people, not friendly.",1
"@iamhamzaabbasi Then you tell the Muslims what to use instead of ""KAAFIR"" U hv also used the term; #قادیانی_دنیاکابدترین_کافر",7
"Once a sentence starts off with ""I'm not homophobic, I have gay friends But..... "" From there, I know what kind of person you are.",7
Black trans women in Middle Eastern countries don't have a life expectancy at all. {URL},7
@dbongino That is racist to view white people as being that white. We are Caucasian.,7
"There is no ""golden age"" in church history. Every Christian generation is littered with flawed, sinful people whom God redeems and uses to build His kingdom.",7
@majorgauravarya @user True. The spirit and intent of religion centric initiatives must be put to scrutiny.,7
Happy Eid Mubarak to CHANGU's all around the world who are celebrating 🙏💚 #EidMubarak - Chanwoo Nation admins - {URL},7
"@user My sister is also in an interracial marriage, and my nieces are EVERYTHING to me, it makes me so utterly terrified there are people who truly think my beautiful nieces should not exist.",7
"@user @user @sankrant @user @user @ShefVaidya @user @AsYouNotWish Neha Madam....I am sorry. I just Noticed that you have written about this. I just wrote in Hurry. Point was that if Big Influencers like you people Highlight, These type of issues can get traction. I dont desire any dilution on the Hindu Cause.1/2",7
@user You said you sought diversity representation and I was letting you know that JC encompassed it solely!,7
Women with masculine spirits are trash.,0
"I love Buddhists but I don't agree with Buddhism. I love Muslims but I don't agree with Islam. I love Catholics but I don't agree with the Vatican. I agree with this. 👇🏻 #Jesus said, ""IAM the Way, the Truth, and the Life: no man cometh unto the Father, but by Me."" John 14:6",7
@user Fucking paki cunt. You my manz look like the robot from SharkBoy and Lava Girl DREAM DREAM DREAM DREAM DREAM DREAM 😴😴 {URL},4
All I'm sayin is that I'd love to see more Muslim fashion bloggers showcase models size 12 and up please and thank you.,7
@user @user @user @RashidaTlaib this is what terrorism looks like you dumb bitch! getting called a few names? put on your big girl panties! grow up! {URL},0
Fuck you Noot Noot Harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch,0
@user Imma shove my long ass balls down your throat nigga,1
Bloody india will go to hell all these bastereds,4
@user @user @user @user @user It should be optional. Good for them for observing the hijab. But people should not condemn and outright insult those who didn't,7
@gaywonk @YouTube Yo faggot quit whining. Just because someone is mean to you it does int mean that you have the right to destroy their means of living. Go suck a dick,2
If you use the word bellend there is a 100% chance your country tried to subjugate the known world and lost to a bunch of farmers in 1776 {URL},7
"""Women have recently lost the privilege of being alone with men. That's something they honestly don't deserve, and something they'll need to earn again. We don't have the leisure of worrying about their lack of opportunities. Our lives and well being come first.""",7
this nigga look gay as hell iM DEAD,2
"""India truly won its freedom on May 23, 2019, with the victory of PM @NarendraModi and the birth of a Muslim boy whose mother named him, ""NarendraModi,"" first time an Indian Muslim embraced an Indian name, not that of an Arab, Persian or Turkic invader."" {URL}",7
"One needn't be gay, lesbian, bisexual, or transgender to celebrate Pride Month. We should all celebrate Pride Month because it's the right thing to do. Nobody should be ashamed of who they are; what a terrible way to go through life. The world needs all the love it can get 🌈",7
"@sairasameerarao Slavic or ashkenazi Jew. Race is a social construct. By calling someone ""black"" or ""white""your ignoring the distinctions of what makes us diverse humans.",7
I hate 12 ion care bitch ass niggas,1
Maybe teach children a better way to deal with their anger than smashing shit up. And why he got to be black?😂 If you took your child to a KKK nursery you'd probably find something like this in the toy box. 21st century golliwogs on sale. I can't manage😂 I don't feel better😂,7
"@user ""a race that THINKS they are superior"" I can think that I'm more superior than anyone",7
"#JusticeForTwinkleSharma Liberals, Muslims and Christians don't wanna condemn this act because the victim is Hindu. Shame on u @sonamakapoor @user {URL}",7
"@user @user Deadass tho ,, buddy half past retarded for that one 😂😭",5
"Bitches always wanna raise up on the female their man is cheating with. Babygirl, YALL TWO* agreed to be together. YALL. Not you him and her. That girl don't owe you shit; you not proving to him you love him, you not gon make him be faithful you not gon make hoes stay away",7
@user Suck tyrones dick you cuck,2
@user Eid mubarak to you and respected family Zahid sahib.,7
@user @user They were probably done by white people 💀💀,7
this is for everyone who just lost their other lgbt leader {URL},7
I don't want to get to know another nigga.,1
@user You are fucked up fucking white trash,1
Tall dudes with big dicks 😋 {URL},7
"@user Respect frm the core of heart. For You, Nation comes before Koum/aawam. Dis must be the faith for all Indians",7
Did not get shot = White people smfh,7
"@user You are a tiny little man with a tiny little penis afraid of what you might do when you're alone with a woman. You deserve every ounce of mockery, you fuckstick.",0
"@user I agree that a man wouldn't get the same, however I also think it's the case that a man wouldn't have achieved the level of fame she has by doing what she has done, her career depends entirely on staying relevant, so being talked about is better than not, negative or not",7
America we need and have to take our Nation back from these Communist and Jihad Muslims in the White House.,3
"@user @WhiteHouse Sir I am not a Dem or Rep. I am US Citizen. Evil exist in any race, Color and race. So lets pray for the soul of those nnocent people in Texas and Ohio. I think God is Great and He gives lives and take lives. God bless their souls and God Bless The USA&POTUS",7
"I am struggling to not scream at the people I saw interviewed on TV over the past week about why climbing Uluru is ceasing in October, and the garbage comments about their ""rights"" as Aussies to do so. ""Rights"" to ignore Aboriginal people?",7
Happy Eid'l Fitr to us my Muslim Brothers and Sisters! Alhamdulillah 🧡,7
@user @InvisiblesMuros It is way more dangerous u fuckn idiot. 4 million Venezuelans have fled Venezuela. Show me all of the Americans u included fleeing the US? U r a virtue signaler and full of no logic whatsoever.,7
A study shows that girls are fearing becoming leaders because of discrimination and violence. Our message must be that every girl has the potential to be leader. We have to empower every girls power. #GenderEqualWorld. {URL} @user @user,7
@user @user @user @user Look man all I know is from my own life experience bisexuals seem to be real good at it,7
"First going after women's bodies, now joking about murdering gay people…?!? Catch a clue. Apologize and resign. {URL}",7
Its fucking disgusting. What is wrong with these women? He's a fucking monster! {URL},7
"Out this bitch, fuck you and those niggas!",1
@user Stupid ass men go with your dumbass hoe of a self,0
being born a Sikh is such a blessing,7
"Muslim Twitter™, there shouldn't be any drama around abortion. Here is a thorough article written by Imam @omarsuleiman504 of @user detailing the positions of the 4 Sunnī madhāhib, rulings in other Abrahamic faiths, + ruling on contraception {URL}",7
@Queerty No one cares. She's a professional athlete I'll never meet. She did a good thing as an American citizen. She happens to be beautiful. I don't care who she has relationships with. Next crisis.,7
@user @user You naughty girls. I want to have some dicks with you.,0
Queer parade to take place in central Seoul on Saturday - Korea Times {URL},7
Do you think she went to all the trouble of surgery and recovery just to turn on a white boi? 😂😂 She did it for the chocolate 🍫🤴🏿 {URL},7
This is what it's like to date in your 20s {URL},7
An example of people who need to go back where they came from. Sorry for the innocent people on that flight,4
The dehumanization of immigrants is another indelible stain on our history. {URL},7
Ecuador aims to turn corner with policy orthodoxy {URL},7
Idc how much I love or fuck with a person IF YOU HAVE ONE PIECE OF BITCH IN YOU ILL CUT YOU TF OFF,0
Please read this article if you are not already aware of the risky mass migration of Eritreans. This is to everyone. {URL},7
"These Atlanta men ruthless as hell . ""gimme yo number "" Damn hello , how are you my nigga ? 🥴😒",7
"Kill the rats , go #Israel go ! {URL}",4
"Months ago @IlhanMN was having a cozy dinner and holding hands with a white guy (gasp) since they are the enemy! This was months ago, maybe he's the sugar Daddy that got her the condo? {URL}",7
Fuck off you raggedy anti American skank {URL},0
"1. I am bisexual. 2. Many of the artists, producers, graphics designers, videographers, ect. that I support are LGBTQ+, not to mention all my friends. 3. Good luck booking that stage you speak of. {URL}",7
lgbt stands for Let's be Gay for Butches and Trans rights,7
"Pakistani nation must watch this! This is the exact path we are taking.....we can still learn from the Russian experience or go down the same painful path and experience ourselves. The hit men are the same, their terrorism is the same....the result would be same as well...",7
Modi dispensation is the best one for India. They care nation like parents take care of their children. Kudos to @nitin_gadkari ji for this massive tree plantation program! @narendramodi @PMOIndia {URL},7
I'm grateful that Allah (SWT) continues to bless me. I will forever bless others in his name.,7
"COAS interacted with youth undergoing annual internship program at ISPR. ""Pakistan is blessed with dynamic and talented youth and future of Pakistan belongs to them"", COAS. {URL}",7
@user Get ur faggot ass off my shit,2
Biden's Battle and the Reliability of the Scriptures | Ep 3 {URL},7
"Australia, you are a repulsive gang of racist homophobic misogynist White Trash Unrepentant Land Thieves, and I disown you as my kin #auspol #PoliticsHQ #australiavotes2019",1
@user When u fucking with bitch ass niggas,1
Awwww is your cock twitching? Did I give you an awkward boner at the breakfast table?! 👀 #mistress #orgasmcontrol #chastity #dominatrix #findomme #cuckold #cuck {URL},0
"Y'all are really dumb dumb out here... why do men think their 'preference' means anything to us 😂😂 you don't control anyone's body but your own, idiot fucks.",0
I just want a needy sub to grind against my leg for pleasure so I can tease her and tell her how shes my pathetic slut,0
"@user Typical idiot darkie send that ungrateful fucker back to Africa, I have a piglet in my yard with more intelligence than that.",1
May Allah accept our acts of charity,7
On behalf of the #LGBTI elders of #Adelaide 'Thank you' @julia_zemiro for bringing @user to the @user . We had a ball! {URL},7
@user Hindi is not a subject at all 1st n doesn't have gender at all 🤣🤣🤣🤣 #StopHindiImposition,7
Man shut your dick riding bitchass up already....,0
Hoes be slapping on wigs like they fitted caps..,7
Hinduism is perennial and it's not a religion. It's a way of life. The origin of every religion can be told but origin of Hinduism is eternal. This is specialty in Hinduism.,7
"some niggas peak here, then talk about it for the rest of they lives {URL}",7
When will the Muslim Armies break the shackles and move to liberate #Palestine??? #PakArmy {URL},7
Y'all gas the ugliest niggas cause they're bodies are poppin 😂,1
"Oh, my. USA whore empire is playing with fire provoking my beloved China through using Taiwan as a tool. I don't wanna die and that's why I extremely abhor USA and UK whore empire. I desperately Jesus come back now immediately for consuming USA and UK through solar superstorm.",4
"I'm Will Wright, I don't have an understanding of sexuality. It's all dancing, right? That's what my mum told me!",7
"""Since its establishment in August 2014 by Washington, the illegitimate US-led Coalition attacked the towns and cities of Deir Ezzor, Hassaka and Raqqa hundreds of times, claiming the lives of thousands of civilians."" {URL}",7
straight or not we deserve to be loved & respect.,7
#Poll Illegal migrants should be deported?,7
Finna stack and pack cause bitch I'm moving,7
Wait so guapdad on the new season of roast me lol this nigga everywhere,7
Human Rights Foundation (@HRF) calls on Liam Payne to cancel Saudi Arabia performance {URL} {URL},7
imma come out to y'all - - - - im genderqueer. been thinking about that for a long time now. nonbinary just isn't /that/ yk. i like it when people say 'sir' or 'mister' to me. so i have boy and girl days. im he/them. i'm kyle. genderqueer,7
I'll kick that hoe in her chest,0
Constant reminders of Black trauma and anti-Black violence and racism 💔 #JusticeforAbdirahman,7
Trash ass attention whores.,0
HAPPY PRIDE MONTH EVERYONE! LETS RUB OUR RAINBOWS ALL UP IN EVERY HOMOPHOBES FACE MORE THAN USUAL BECAUSE THIS IS OUR MONTH!!! {URL},7
"This is a clear example of the upcummy theory of white degeneracy. The guy posts the picture, gets upcummies and immediately wants more by being on the Ellen show and on RuPaul's show. His bugman brain can't handle all the dopamine.",7
@user Faggot,2
"Hello @AITCofficial , Next What ?? Your Government in #WasteBengal will start arresting people who have ' Shri RamCharit Manas ' or ' Ramayan' at home too 😡?? #Dictator #LunaticLady #JaiShreeRam",7
Me sending death threats - DIE BITCH DIE,0
Never let niggas know your next move 🤧🤫 {URL},1
"""Fuck a bad mood you sissy ass bitch!""",0
"#porno #NSFW #nudes Asian bitch Dia, beautiful in her lingerie, sucks some random dude's cock and swallows his cum after getting a proper cum facial. {URL}",7
Every man had a failsafe way to prevent abortion: find someplace else to ejaculate besides a vagina. Simple. #WomensRightsAreHumanRights {URL},7
@user Consider this: very large women.,7
@user For straight people we deserve pride too #straightpride,7
"Happy Pride Month! Mutual Ground is an inclusive organization that supports all genders and sexuality. Our mission is to provide education, awareness, and life-changing services that empower ALL individuals, families and communities to end the cycle of domestic & sexual violence. {URL}",7
@user @user @user That sounds like the niggas you been dealing with everybody ain't boring it's plenty of niggas out here who have all of that but y'all don't pay attention to them cause y'all think they corny or whatever prime example this picture we under y'all do the most for no reason,1
"Due to personal reasons I will be killing all married heterosexuals, thank you in advance for your understanding",2
man fuck these niggas.,1
Chinese staff take home highest salaries in UK's ethnicity pay gap {URL},7
@user @user US Law says we can execute people who execute people for being gay. Religion of Peace my ass. And Liberals want to let more of these animals into our country. Dumb Fucks!,3
@user @user @user Wassup with you negroes inviting white ppl to an imaginary cookout every time they do the most basic shit? Lmaooo hate to see it,7
@user she ate that hoe fr,7
"@user @user Like a flag isn't going to solve the issues/struggles that the LGBTQ community deals with year round & on a daily basis. It's a matter of respect, empathy & understanding boundaries.",7
Neither u nor Corbyn give a toss about Palestinians. There they are being massacred in the 1000s by Corbyns mates Assad and Hizballah in Syria. Being subjected to gross apartheid in Lebanon Jordan and across Arab World. Where's ur outrage. Your boycotts No Jews no interest. Fool,7
"Use my slut girlfriend for your cum dump. The slut asked me to arrange a gang bang fucking. Pump your cocks in her mouth, and then fuck her pussy and ass. Don't stop until you ruin all of her fuck holes. I want to see her exhausted, as your cum draining from her tight holes. {URL}",0
"genuinely like as a trans person it becomes difficult to differentiate regular bodily insecurities and dysphoria sometimes so i'll realize i'm insecure about something that was previously ""unimportant"" compared to my dysphoria/was heightened by hrt and i'll be like OH GOD WAS IT",7
niggas are weird for cuffin shorties who cheated on they man with them 🤦🏽‍♂️😭🧐,7
I would suck his dick from the back in front of my whole family {URL},7
"@user If Scopas is a reboot, it's been a generally more accurate in terms of representing black people.",7
"I walked by a group of 15ish yr old boys and i heard them say ""look look, thats the girl!"" ""Ah fuck i bet her pussy is TIGHT"" ""Fuck i'd tap that"" can we sign a petition to erase all males from the planet pls and thank you im tired of their disgusting behaviour. Im a person.",0
This is actually so grody this is giving me high school teas... like mentally ill people are not here for you to crack jokes with mama.... making them say slurs for a reaction vid how low can you get,7
Humanity is weeping under the brutal oppression of india over innocent kashmiris. Shame on modi and indians who claim to be democratic. #StandUnitedForKashmir {URL},7
Nigga licking her homegirls. {URL},7
5d Events and Messiah Foundation USA are proud to collaborate to bring you another wonderful event with Sufi Younus AlGohar: #goharshahi #Younusalgohar #alratv #spirituality #spiritual {URL},7
"@user Yes you are proud Indian to the rest of the world I sincerely appreciate your love towards being Indian more than this our security forces love this to hear, Thank you for conveying this message.",7
"@user @JCMounduix Well, if your god is hateful like you describe then I'm glad I killed him off when I had the chance.",3
"""It's about more than just reading stories about black women. It's also about helping to further the stories of black women living now and help them achieve whatever exposure they're looking for."" {URL}",7
I need a thick and girthy nigger cock in my wet tight pussy 🥵,7
"Millions of #Yemen-is participated in mass rallies on 13squares on various governorates, to mark the International Day of Al-Quds #يوم_القدس_العالمي #لا_لصفقة_القرن #لا_لصفقة_ترامب #QudsDay #FreePalestine #IntenationalQudsDay #Palestine #news #media #press {URL}",7
It's so hard to show a nigga that fuck with him when you in a world of fuck niggas 🔥‼️,7
"this is exactly the kind of shit i would expect to hear from a person who calls lgbt people ""queers""",7
Happy Republic Day to all Indians all over the world. Jai Hind. {URL},7
Fuck her pussy and cum in her ass {URL},0
@KamalaHarris We have embassies in countries where homosexuality is punishable by death. A rainbow flag there puts our embassy staff and service members in greater danger than they already face. Fuck that!,7
being sexually repulsed by something doesn't make u transphobic if u had more than half a brain cell u would understand what actual transphobia in dating would look like <3,7
You can really make a woman's day with a compliment that has no agenda...,7
Especially the black female wrestlers! Let them know {URL},7
@user Fuck off cunt,0
And you're gay because you're gay,7
"@soledadobrien Says the racist who sees race as a part of every issue. And belittle Blacks who have had the courage to ""leave the plantation"" you want to keep them on, who actually understand and appreciate Trump, is racist in itself.",7
You know I want to say and share unless you are a Native American or Mexican before territories were set....I'm an immigrant. I'm here because of my family before me.,7
#UNandOICsaveKashmiri Freedom is the only solution for Kashmiri people. {URL},7
"@user @user Oppress me, no please I'm shaking in my boot. You think I give a shit about you and your God Assad the opportunist? Go suck his dick alewite.",3
I'm super protective of my sisters man I'll kill one of you niggas and do life with a smile so just keep the peace my nigga it's in ya best interest!,7
"Lame is one of the oldest ablist slurs in all of language. it literally comes from the thought that people who were disabled were worse than people who weren't. @letterboxd wishy washy on nazi's, and ablist.",7
"Palestinian Islamic Jihad declares Trumps peace plan ""born dead"", renews violent threats to Israel {URL}",7
"They released him in 2004, he attacked another woman in 2010. They released him in 2014, he killed a woman in front of her children. They gave a serial killer multiple second chances to kill, meanwhile black people are dying in prisons for drug crimes. {URL}",7
you faggot fuckers serve when and wherever HE wants.. {URL},2
"@mattgaetz @user You're a racist scumbag to your very core, you stupid bastard people have been killed because of racist comments like this and you're still on that goddamn hateful sick shit. I can't wait for karmic Justice to hit your ass",1
"gays rlly be like ""come over 🤤👅"" at 10 am on a Wednesday...like bich dont you have class or some shit",7
here is your dick you ass toasting fuckstick,0
Why do Religious have different God but the same Satan #FreeSoworeNow #RevolutionNow #FreeDadiyata,7
"@user I'm not overlooking racism. I hate racism just as anyone else does. Yes it's an issue and will forever be an issue. It's just crazy how nothing has to be said about the color of anyone's skin, but it be brought up regardless. Yes, I hate that and I wish it'd stop. Everyone is",7
You are blessed and graced for more Rabbi @user Tonight was super awesome! You do more!! Glory to God!,7
"I am beyond disgusted. Detroit ICE has an insatiable appetite for detaining immigrants. They're planning an 1,800-person facility in NW MI where there are few immigration lawyers. This is human warehousing, + our taxes are paying for it. {URL}",7
"In honor of #PrideMonth, read @user love letter to the LGBTQ community {URL} {URL}",7
@user @MayorofLondon No. I think all religious texts should be criticised. They all include texts that have no place in modern society. Did you say anything when people swear on the Bible? Or is it just the Q'uran?,7
"What brave, brave women.",7
"On Shabbos, The Jewish People lost one of its greats, R' Nosson Kamenetzky Z""L. Here is our tribute to the man who brought alive the legacy of the Lithuanian Yeshiva World and is one the inspirations behind #JewishHistorySoundbites: {URL}",7
"I came out as bi recently and I just wanna state, for the record, this is the kind of girl I like {URL}",7
how do these horny idiots get anything done I swear they're hooking up 23/7 {URL},7
@user @shelbygraces Must be the wrong Bible.,7
@user You go girl!!! I think he is just afraid of meeting your expectations lah,7
"Dear Casteist @the_hindu , Tribes and Scientists are not created in Lab, that u collect or manufacture them to represent in equal proportions, only merit matters.....celebrate the Launch of #Chandrayan2 , instead of sowing seeds of discord between different castes of Hindus. {URL}",7
All niggas do is cheat on they bitch and take her out of town afterwards smh,0
You losers wish you could fuck me like my boyfriend does but ur dick is nonexistent and ur gross and I wouldn't get near you with a 10 foot pole unless you were paying me 🤢 #cuckold #denial,0
niggas don't eat ass but somehow i keep getting mine ate🤷🏽‍♀️ somebody lying. {URL},7
@mrbenwexler Except some are Jewish and comparing them to that is terribly anti-Semitic,7
Just want to see all my niggaz get money and take care of they kids 🏁💯💪,7
"India is going to start operation in occupied Kashmir and on the other side, our government had imposed ban over Hafiz Saeed & Molana Masood Azhar. Anyhow, Pakistani people stands with Kashmiris. Stay strong #IndiaUsingClusterBombs",7
[he/him] recycling these bc im gay babey 🐙 happy birthday gay people #lgbtqtogether {URL},7
This lady has it nailed. Islam is a blueprint for world domination. Enlist in the USFA at {URL} Read the truth & join. #usfreedomarmy {URL},7
"""We can state here that there is not a single Arab woman writer, regardless of the quality of her literary writing, who has not met with European deference, translation, or 'presence.' What Arab women write is tantamount to magic in the eyes of Europeans.""",7
The black people who were blessed to come to America and who live here now or the luckiest black people on earth,7
"@user @user You want bad ass women? You want feminism ? Then stop asking strangers to pay for your vacation. You are women, earn the money and pay for it yourselves. It will feel better to do it that way.",7
"If using my platform to be as queer and gay etc as possible online means other people become comfortable with being themselves too, then i will continue to do this to my grave. This experience alone is enough to never stop me from being me.",7
Go fuck yourself you ugly Jewish boy,3
@user Yemen: War Profiteers Saudi coalition airstrikes in Yemen have caused thousands {URL},7
"@APOSTLESULEMAN He was swallowed by a big fish because he disobeyed God's command. God gave him a msg for the people of Nineveh, he refused to deliver the msg because according to him, they do not deserve God's mercies after several attempts to turn them from their bad ways failed.",7
First time a nigga tell me NO he's clipped...first all bitch i don't even ask for shit,1
Suck my cock you whore!!! Good girl suck it like it's the last cock you're ever gonna see bitch!! Who wants to get throat fucked by mommas and her massive cock?! {URL},0
Damn her Pussy creamy asf 😩 {URL},0
@user @SkyNews Imagine being this retarded. You should be sterilized.,5
"@BarackObama ""THANK YOU PRESIDENT OBAMA FOR ALWAYS BEING CONCERNED ABOUT ALL ETHNICITIES""! You're a breath of fresh air that is needed so much right now! We as a country need to rise up & demand things change! We need to elect Officials who care about us all! ENOUGH IS ENOUGH!",7
